,Year,LocationAbbr,HealthTopic,PolicyTopic,Setting,NumPolicies
5970,2010,IL,Obesity,Appropriations,Community,43
5971,2010,IL,Obesity,Food Restrictions,School/After School,43
5972,2010,IL,Obesity,Appropriations,School/After School,43
5973,2010,IL,Obesity,Appropriations,Community,43
5974,2010,IL,Obesity,Food Restrictions,Restaurant/Retail,43
5975,2010,IL,Obesity,Appropriations,Community,43
5976,2010,IL,Obesity,Appropriations,Community,43
5977,2010,IL,Obesity,Food Restrictions,Community,43
5978,2010,IL,Obesity,Appropriations,Restaurant/Retail,43
5979,2010,IL,Obesity,Appropriations,Community,43
5980,2010,IL,Obesity,Menu Labeling,Community,43
5981,2010,IL,Obesity,Appropriations,Restaurant/Retail,43
5982,2010,IL,Obesity,Appropriations,Restaurant/Retail,43
5983,2010,IL,Obesity,Body Mass Index (BMI),School/After School,43
5984,2010,IL,Obesity,Task Forces/Councils,School/After School,43
5985,2010,IL,Obesity,Appropriations,School/After School,43
5986,2010,IL,Obesity,Body Mass Index (BMI),Community,43
5987,2010,IL,Obesity,Health Insurance Coverage,School/After School,43
5988,2010,IL,Obesity,Disparities/Equity,School/After School,43
5989,2010,IL,Obesity,Appropriations,Community,43
5990,2010,IL,Obesity,Appropriations,Community,43
5991,2010,IL,Obesity,Body Mass Index (BMI),Community,43
5992,2010,IL,Physical Activity,Public Safety,Community,31
5993,2010,IL,Physical Activity,Pedestrians/Walking,Community,31
5994,2010,IL,Physical Activity,Built Environment and Street-Scale Design,Community,31
5995,2010,IL,Physical Activity,Physical Activity Requirements,School/After School,31
5996,2010,IL,Physical Activity,Public Transportation,School/After School,31
5997,2010,IL,Physical Activity,Task Forces/Councils,Community,31
5998,2010,IL,Physical Activity,Appropriations,School/After School,31
5999,2010,IL,Physical Activity,Built Environment and Street-Scale Design,Community,31
6000,2010,IL,Physical Activity,Bicycling,Community,31
6001,2010,IL,Physical Activity,Public Safety,Community,31
6002,2010,IL,Physical Activity,Built Environment and Street-Scale Design,Community,31
6003,2010,IL,Physical Activity,Public Transportation,Community,31
6004,2010,IL,Physical Activity,Task Forces/Councils,School/After School,31
6005,2010,IL,Physical Activity,Bicycling,Community,31
6006,2010,IL,Physical Activity,Physical Education Requirements,School/After School,31
6007,2010,IL,Physical Activity,Public Transportation,Community,31
6008,2010,IL,Physical Activity,Bicycling,Community,31
6009,2010,IL,Physical Activity,School Siting,School/After School,31
6010,2010,IL,Physical Activity,Safe Routes to Schools,Community,31
6011,2010,IL,Physical Activity,Public Safety,Community,31
6012,2010,IL,Physical Activity,Built Environment and Street-Scale Design,School/After School,31
6013,2010,IL,Physical Activity,Bicycling,School/After School,31
6014,2010,IL,Physical Activity,Pedestrians/Walking,Community,31
6015,2010,IL,Physical Activity,Bicycling,Community,31
6016,2010,IL,Physical Activity,Bicycling,Community,31
6017,2010,IL,Physical Activity,Pedestrians/Walking,Community,31
6018,2010,IL,Physical Activity,Built Environment and Street-Scale Design,Community,31
6019,2010,IL,Physical Activity,Access to Recreational Opportunities,School/After School,31
6020,2010,IL,Physical Activity,Public Safety,Community,31
6021,2010,IL,Physical Activity,Built Environment and Street-Scale Design,Community,31
6022,2010,IL,Physical Activity,Pedestrians/Walking,Community,31
6023,2010,IN,Nutrition,Farm Direct Foods,Community,8
6024,2010,IN,Nutrition,Agriculture and Farming,Restaurant/Retail,8
6025,2010,IN,Nutrition,Appropriations,Restaurant/Retail,8
6026,2010,IN,Nutrition,Farmers Markets,Restaurant/Retail,8
6027,2010,IN,Nutrition,Appropriations,Community,8
6028,2010,IN,Nutrition,Farm Direct Foods,Restaurant/Retail,8
6029,2010,IN,Nutrition,Agriculture and Farming,Community,8
6030,2010,IN,Nutrition,Farmers Markets,Community,8
6031,2010,IN,Obesity,Appropriations,Restaurant/Retail,4
6032,2010,IN,Obesity,Food Restrictions,Restaurant/Retail,4
6033,2010,IN,Obesity,Food Restrictions,Community,4
6034,2010,IN,Obesity,Appropriations,Community,4
6035,2010,IN,Physical Activity,Signage for Recreation and Transportation,Restaurant/Retail,2
6036,2010,IN,Physical Activity,Signage for Recreation and Transportation,Community,2
6037,2010,KS,Nutrition,Farm Direct Foods,Community,7
6038,2010,KS,Nutrition,Appropriations,Community,7
6039,2010,KS,Nutrition,Appropriations,Restaurant/Retail,7
6040,2010,KS,Nutrition,Farm Direct Foods,Restaurant/Retail,7
6041,2010,KS,Nutrition,Appropriations,Community,7
6042,2010,KS,Nutrition,Task Forces/Councils,Community,7
6043,2010,KS,Nutrition,Food Security,Community,7
6044,2010,KS,Obesity,Food Restrictions,Restaurant/Retail,2
6045,2010,KS,Obesity,Food Restrictions,Community,2
6046,2010,KY,Nutrition,Farm Direct Foods,Community,26
6047,2010,KY,Nutrition,Appropriations,Community,26
6048,2010,KY,Nutrition,Farm Direct Foods,Restaurant/Retail,26
6049,2010,KY,Nutrition,Farmers Markets,Community,26
6050,2010,KY,Nutrition,Agriculture and Farming,Restaurant/Retail,26
6051,2010,KY,Nutrition,Appropriations,Community,26
6052,2010,KY,Nutrition,Medical Care,Community,26
6053,2010,KY,Nutrition,Agriculture and Farming,Community,26
6054,2010,KY,Nutrition,Appropriations,Restaurant/Retail,26
6055,2010,KY,Nutrition,Appropriations,Community,26
6056,2010,KY,Nutrition,Appropriations,Community,26
6057,2010,KY,Nutrition,Appropriations,Restaurant/Retail,26
6058,2010,KY,Nutrition,Agriculture and Farming,Restaurant/Retail,26
6059,2010,KY,Nutrition,Agriculture and Farming,Community,26
6060,2010,KY,Nutrition,Farm Direct Foods,Community,26
6061,2010,KY,Nutrition,Farm Direct Foods,Community,26
6062,2010,KY,Nutrition,Farm Direct Foods,Restaurant/Retail,26
6063,2010,KY,Nutrition,Liability and Indemnity,Community,26
6064,2010,KY,Nutrition,Media Campaigns,Restaurant/Retail,26
6065,2010,KY,Nutrition,Agriculture and Farming,Community,26
6066,2010,KY,Nutrition,Appropriations,Restaurant/Retail,26
6067,2010,KY,Nutrition,Farmers Markets,Restaurant/Retail,26
6068,2010,KY,Nutrition,Agriculture and Farming,Restaurant/Retail,26
6069,2010,KY,Nutrition,Agriculture and Farming,Community,26
6070,2010,KY,Nutrition,Media Campaigns,Community,26
6071,2010,KY,Nutrition,Farm Direct Foods,Restaurant/Retail,26
6072,2010,KY,Obesity,Food Restrictions,Community,7
6073,2010,KY,Obesity,Food Restrictions,Restaurant/Retail,7
6074,2010,KY,Obesity,Appropriations,Community,7
6075,2010,KY,Obesity,Food Restrictions,Community,7
6076,2010,KY,Obesity,Food Restrictions,Restaurant/Retail,7
6077,2010,KY,Obesity,Food Restrictions,Community,7
6078,2010,KY,Obesity,Food Restrictions,Restaurant/Retail,7
6079,2010,KY,Physical Activity,Bicycling,Community,3
6080,2010,KY,Physical Activity,Appropriations,Community,3
6081,2010,KY,Physical Activity,Pedestrians/Walking,Community,3
6082,2010,LA,Nutrition,Farmers Markets,Restaurant/Retail,57
6083,2010,LA,Nutrition,Food Policy Councils,Community,57
6084,2010,LA,Nutrition,Appropriations,Community,57
6085,2010,LA,Nutrition,Food Security,Restaurant/Retail,57
6086,2010,LA,Nutrition,Food Policy Councils,Restaurant/Retail,57
6087,2010,LA,Nutrition,Appropriations,Community,57
6088,2010,LA,Nutrition,Farmers Markets,Community,57
6089,2010,LA,Nutrition,Medical Care,Community,57
6090,2010,LA,Nutrition,Access to Healthy Foods,Restaurant/Retail,57
6091,2010,LA,Nutrition,Food Policy Councils,Restaurant/Retail,57
6092,2010,LA,Nutrition,Agriculture and Farming,Community,57
6093,2010,LA,Nutrition,Agriculture and Farming,Restaurant/Retail,57
6094,2010,LA,Nutrition,Appropriations,Restaurant/Retail,57
6095,2010,LA,Nutrition,Appropriations,School/After School,57
6096,2010,LA,Nutrition,Farm Direct Foods,Restaurant/Retail,57
6097,2010,LA,Nutrition,Nutrition Standards,Community,57
6098,2010,LA,Nutrition,Appropriations,Community,57
6099,2010,LA,Nutrition,Medical Care,Community,57
6100,2010,LA,Nutrition,Incentives,Community,57
6101,2010,LA,Nutrition,Farm Direct Foods,Community,57
6102,2010,LA,Nutrition,Fruits and Vegetables,Community,57
6103,2010,LA,Nutrition,Medical Care,Community,57
6104,2010,LA,Nutrition,Agriculture and Farming,Community,57
6105,2010,LA,Nutrition,Agriculture and Farming,Restaurant/Retail,57
6106,2010,LA,Nutrition,Agriculture and Farming,Community,57
6107,2010,LA,Nutrition,Medical Care,Community,57
6108,2010,LA,Nutrition,Appropriations,Community,57
6109,2010,LA,Nutrition,Appropriations,Community,57
6110,2010,LA,Nutrition,Agriculture and Farming,Community,57
6111,2010,LA,Nutrition,Food Security,Community,57
6112,2010,LA,Nutrition,School Nutrition,School/After School,57
6113,2010,LA,Nutrition,Access to Healthy Foods,Community,57
6114,2010,LA,Nutrition,Incentives,Community,57
6115,2010,LA,Nutrition,Appropriations,Restaurant/Retail,57
6116,2010,LA,Nutrition,Food Assistance Programs,Community,57
6117,2010,LA,Nutrition,Access to Healthy Foods,Early Care and Education,57
6118,2010,LA,Nutrition,Appropriations,Early Care and Education,57
6119,2010,LA,Nutrition,Appropriations,Community,57
6120,2010,LA,Nutrition,Disparities/Equity,Community,57
6121,2010,LA,Nutrition,Appropriations,Community,57
6122,2010,LA,Nutrition,Task Forces/Councils,Community,57
6123,2010,LA,Nutrition,Task Forces/Councils,Community,57
6124,2010,LA,Nutrition,Medical Care,Community,57
6125,2010,LA,Nutrition,Appropriations,Restaurant/Retail,57
6126,2010,LA,Nutrition,Food Policy Councils,Community,57
6127,2010,LA,Nutrition,Agriculture and Farming,Community,57
6128,2010,LA,Nutrition,Agriculture and Farming,Restaurant/Retail,57
6129,2010,LA,Nutrition,Access to Healthy Foods,Community,57
6130,2010,LA,Nutrition,Farm Direct Foods,Restaurant/Retail,57
6131,2010,LA,Nutrition,Liability and Indemnity,Community,57
6132,2010,LA,Nutrition,Farm Direct Foods,Community,57
6133,2010,LA,Nutrition,Fruits and Vegetables,Restaurant/Retail,57
6134,2010,LA,Nutrition,Appropriations,Community,57
6135,2010,LA,Nutrition,Liability and Indemnity,Community,57
6136,2010,LA,Nutrition,Appropriations,Community,57
6137,2010,LA,Nutrition,Nutrition Standards,Early Care and Education,57
6138,2010,LA,Nutrition,Access to Healthy Foods,Community,57
6139,2010,LA,Obesity,Appropriations,Community,23
6140,2010,LA,Obesity,Appropriations,Early Care and Education,23
6141,2010,LA,Obesity,Appropriations,Restaurant/Retail,23
6142,2010,LA,Obesity,Appropriations,Community,23
6143,2010,LA,Obesity,Appropriations,Community,23
6144,2010,LA,Obesity,Appropriations,Early Care and Education,23
6145,2010,LA,Obesity,Task Forces/Councils,Community,23
6146,2010,LA,Obesity,Food Restrictions,Community,23
6147,2010,LA,Obesity,Disparities/Equity,Early Care and Education,23
6148,2010,LA,Obesity,Appropriations,Community,23
6149,2010,LA,Obesity,Health Insurance Coverage,Community,23
6150,2010,LA,Obesity,Appropriations,Community,23
6151,2010,LA,Obesity,Appropriations,Community,23
6152,2010,LA,Obesity,Disparities/Equity,Community,23
6153,2010,LA,Obesity,Task Forces/Councils,Community,23
6154,2010,LA,Obesity,Food Restrictions,Community,23
6155,2010,LA,Obesity,Disparities/Equity,Early Care and Education,23
6156,2010,LA,Obesity,Menu Labeling,Community,23
6157,2010,LA,Obesity,Appropriations,Community,23
6158,2010,LA,Obesity,Appropriations,Community,23
6159,2010,LA,Obesity,Appropriations,School/After School,23
6160,2010,LA,Obesity,Food Restrictions,Restaurant/Retail,23
6161,2010,LA,Obesity,Food Restrictions,Restaurant/Retail,23
6162,2010,LA,Physical Activity,Pedestrians/Walking,Community,21
6163,2010,LA,Physical Activity,Public Safety,Community,21
6164,2010,LA,Physical Activity,Physical Activity Requirements,Early Care and Education,21
6165,2010,LA,Physical Activity,Bicycling,Community,21
6166,2010,LA,Physical Activity,Bicycling,Community,21
6167,2010,LA,Physical Activity,Physical Activity Requirements,Community,21
6168,2010,LA,Physical Activity,Pedestrians/Walking,Community,21
6169,2010,LA,Physical Activity,"Parks, Recreation and Trails",Community,21
6170,2010,LA,Physical Activity,Appropriations,Community,21
6171,2010,LA,Physical Activity,Physical Education Requirements,School/After School,21
6172,2010,LA,Physical Activity,Bicycling,Community,21
6173,2010,LA,Physical Activity,Built Environment and Street-Scale Design,Community,21
6174,2010,LA,Physical Activity,Bicycling,Community,21
6175,2010,LA,Physical Activity,Built Environment and Street-Scale Design,Community,21
6176,2010,LA,Physical Activity,Pedestrians/Walking,Community,21
6177,2010,LA,Physical Activity,Physical Activity Requirements,Early Care and Education,21
6178,2010,LA,Physical Activity,Built Environment and Street-Scale Design,Community,21
6179,2010,LA,Physical Activity,Appropriations,Community,21
6180,2010,LA,Physical Activity,Pedestrians/Walking,Community,21
6181,2010,LA,Physical Activity,"Parks, Recreation and Trails",Community,21
6182,2010,LA,Physical Activity,Bicycling,Community,21
6183,2010,MA,Nutrition,Medical Care,Community,56
6184,2010,MA,Nutrition,Agriculture and Farming,Community,56
6185,2010,MA,Nutrition,Task Forces/Councils,Community,56
6186,2010,MA,Nutrition,Disparities/Equity,Medical and/or Hospital,56
6187,2010,MA,Nutrition,School Nutrition,School/After School,56
6188,2010,MA,Nutrition,Nutrition Standards,School/After School,56
6189,2010,MA,Nutrition,Appropriations,School/After School,56
6190,2010,MA,Nutrition,Access to Healthy Foods,Community,56
6191,2010,MA,Nutrition,School Nutrition,Community,56
6192,2010,MA,Nutrition,Agriculture and Farming,Medical and/or Hospital,56
6193,2010,MA,Nutrition,Appropriations,Medical and/or Hospital,56
6194,2010,MA,Nutrition,Food Assistance Programs,Medical and/or Hospital,56
6195,2010,MA,Nutrition,Vending,School/After School,56
6196,2010,MA,Nutrition,Food Policy Councils,School/After School,56
6197,2010,MA,Nutrition,Access to Healthy Foods,School/After School,56
6198,2010,MA,Nutrition,Agriculture and Farming,Community,56
6199,2010,MA,Nutrition,Appropriations,Community,56
6200,2010,MA,Nutrition,Liability and Indemnity,Community,56
6201,2010,MA,Nutrition,Farmers Markets,Medical and/or Hospital,56
6202,2010,MA,Nutrition,School Nutrition,Medical and/or Hospital,56
6203,2010,MA,Nutrition,Medical Care,Community,56
6204,2010,MA,Nutrition,Farm Direct Foods,Restaurant/Retail,56
6205,2010,MA,Nutrition,Task Forces/Councils,Medical and/or Hospital,56
6206,2010,MA,Nutrition,Correctional Facilities Farms Programs,Medical and/or Hospital,56
6207,2010,MA,Nutrition,Task Forces/Councils,Medical and/or Hospital,56
6208,2010,MA,Nutrition,Fruits and Vegetables,Community,56
6209,2010,MA,Nutrition,Food Policy Councils,Community,56
6210,2010,MA,Nutrition,Appropriations,School/After School,56
6211,2010,MA,Nutrition,Disparities/Equity,Community,56
6212,2010,MA,Nutrition,Liability and Indemnity,Community,56
6213,2010,MA,Nutrition,Agriculture and Farming,School/After School,56
6214,2010,MA,Nutrition,Agriculture and Farming,School/After School,56
6215,2010,MA,Nutrition,Disparities/Equity,School/After School,56
6216,2010,MA,Nutrition,Access to Healthy Foods,Restaurant/Retail,56
6217,2010,MA,Nutrition,Farmers Markets,School/After School,56
6218,2010,MA,Nutrition,Disparities/Equity,Restaurant/Retail,56
6219,2010,MA,Nutrition,Farm Direct Foods,Community,56
6220,2010,MA,Nutrition,Farm Direct Foods,School/After School,56
6221,2010,MA,Nutrition,Farm Direct Foods,Medical and/or Hospital,56
6222,2010,MA,Nutrition,Task Forces/Councils,School/After School,56
6223,2010,MA,Nutrition,Appropriations,Restaurant/Retail,56
6224,2010,MA,Nutrition,Disparities/Equity,Community,56
6225,2010,MA,Nutrition,Food Assistance Programs,Community,56
6226,2010,MA,Nutrition,Correctional Facilities Farms Programs,Community,56
6227,2010,MA,Nutrition,Point of Purchase Promotion,Community,56
6228,2010,MA,Nutrition,Farm Direct Foods,Community,56
6229,2010,MA,Nutrition,Point of Purchase Promotion,Medical and/or Hospital,56
6230,2010,MA,Nutrition,Farm Direct Foods,School/After School,56
6231,2010,MA,Nutrition,Incentives,School/After School,56
6232,2010,MA,Nutrition,Appropriations,Medical and/or Hospital,56
6233,2010,MA,Nutrition,Food Policy Councils,Restaurant/Retail,56
6234,2010,MA,Nutrition,Appropriations,Community,56
6235,2010,MA,Nutrition,Agriculture and Farming,Restaurant/Retail,56
6236,2010,MA,Nutrition,Fruits and Vegetables,Medical and/or Hospital,56
6237,2010,MA,Nutrition,Farmers Markets,Community,56
6238,2010,MA,Nutrition,Liability and Indemnity,Medical and/or Hospital,56
6239,2010,MA,Obesity,Food Restrictions,Community,28
6240,2010,MA,Obesity,Food Restrictions,Community,28
6241,2010,MA,Obesity,Appropriations,Community,28
6242,2010,MA,Obesity,Appropriations,Community,28
6243,2010,MA,Obesity,Health Insurance Coverage,Community,28
6244,2010,MA,Obesity,Appropriations,Community,28
6245,2010,MA,Obesity,Food Restrictions,Restaurant/Retail,28
6246,2010,MA,Obesity,Appropriations,Restaurant/Retail,28
6247,2010,MA,Obesity,Appropriations,Community,28
6248,2010,MA,Obesity,Appropriations,Community,28
6249,2010,MA,Obesity,Appropriations,School/After School,28
6250,2010,MA,Obesity,Appropriations,Community,28
6251,2010,MA,Obesity,Appropriations,Community,28
6252,2010,MA,Obesity,Disparities/Equity,Medical and/or Hospital,28
6253,2010,MA,Obesity,Appropriations,Community,28
6254,2010,MA,Obesity,Appropriations,School/After School,28
6255,2010,MA,Obesity,Access to Drinking Water,School/After School,28
6256,2010,MA,Obesity,Disparities/Equity,Community,28
6257,2010,MA,Obesity,Menu Labeling,Community,28
6258,2010,MA,Obesity,Food Restrictions,Medical and/or Hospital,28
6259,2010,MA,Obesity,Food Restrictions,School/After School,28
6260,2010,MA,Obesity,Body Mass Index (BMI),School/After School,28
6261,2010,MA,Obesity,Health Insurance Coverage,Medical and/or Hospital,28
6262,2010,MA,Obesity,Appropriations,Medical and/or Hospital,28
6263,2010,MA,Obesity,Health Insurance Coverage,Medical and/or Hospital,28
6264,2010,MA,Obesity,Task Forces/Councils,School/After School,28
6265,2010,MA,Obesity,Food Restrictions,School/After School,28
6266,2010,MA,Obesity,Appropriations,School/After School,28
6267,2010,MA,Physical Activity,Public Safety,Community,20
6268,2010,MA,Physical Activity,Pedestrians/Walking,Community,20
6269,2010,MA,Physical Activity,Public Safety,Community,20
6270,2010,MA,Physical Activity,"Parks, Recreation and Trails",Community,20
6271,2010,MA,Physical Activity,Built Environment and Street-Scale Design,Community,20
6272,2010,MA,Physical Activity,Physical Activity Requirements,Community,20
6273,2010,MA,Physical Activity,"Parks, Recreation and Trails",Community,20
6274,2010,MA,Physical Activity,Appropriations,Medical and/or Hospital,20
6275,2010,MA,Physical Activity,Bicycling,Community,20
6276,2010,MA,Physical Activity,Disabilities,Medical and/or Hospital,20
6277,2010,MA,Physical Activity,Disparities/Equity,Medical and/or Hospital,20
6278,2010,MA,Physical Activity,Bicycling,Community,20
6279,2010,MA,Physical Activity,Disparities/Equity,Community,20
6280,2010,MA,Physical Activity,Physical Activity Requirements,Medical and/or Hospital,20
6281,2010,MA,Physical Activity,Appropriations,Community,20
6282,2010,MA,Physical Activity,Task Forces/Councils,School/After School,20
6283,2010,MA,Physical Activity,School Siting,School/After School,20
6284,2010,MA,Physical Activity,Appropriations,Community,20
6285,2010,MA,Physical Activity,Disabilities,Community,20
6286,2010,MA,Physical Activity,School Siting,School/After School,20
6287,2010,MD,Nutrition,Farmers Markets,Restaurant/Retail,48
6288,2010,MD,Nutrition,Food Assistance Programs,Community,48
6289,2010,MD,Nutrition,Agriculture and Farming,Community,48
6290,2010,MD,Nutrition,Agriculture and Farming,Restaurant/Retail,48
6291,2010,MD,Nutrition,Medical Care,Community,48
6292,2010,MD,Nutrition,Farmers Markets,Restaurant/Retail,48
6293,2010,MD,Nutrition,Appropriations,Community,48
6294,2010,MD,Nutrition,Fruits and Vegetables,Restaurant/Retail,48
6295,2010,MD,Nutrition,Appropriations,Restaurant/Retail,48
6296,2010,MD,Nutrition,Farm Direct Foods,Restaurant/Retail,48
6297,2010,MD,Nutrition,Farm Direct Foods,Community,48
6298,2010,MD,Nutrition,Fruits and Vegetables,Community,48
6299,2010,MD,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,48
6300,2010,MD,Nutrition,Liability and Indemnity,Community,48
6301,2010,MD,Nutrition,Appropriations,Restaurant/Retail,48
6302,2010,MD,Nutrition,Food Assistance Programs,Medical and/or Hospital,48
6303,2010,MD,Nutrition,Appropriations,Restaurant/Retail,48
6304,2010,MD,Nutrition,Point of Purchase Promotion,School/After School,48
6305,2010,MD,Nutrition,Medical Care,Community,48
6306,2010,MD,Nutrition,Farm Direct Foods,Community,48
6307,2010,MD,Nutrition,Food Assistance Programs,Medical and/or Hospital,48
6308,2010,MD,Nutrition,Appropriations,Community,48
6309,2010,MD,Nutrition,Medical Care,Community,48
6310,2010,MD,Nutrition,Point of Purchase Promotion,School/After School,48
6311,2010,MD,Nutrition,Agriculture and Farming,Restaurant/Retail,48
6312,2010,MD,Nutrition,Appropriations,Restaurant/Retail,48
6313,2010,MD,Nutrition,Appropriations,Community,48
6314,2010,MD,Nutrition,Farm Direct Foods,Community,48
6315,2010,MD,Nutrition,Medical Care,Community,48
6316,2010,MD,Nutrition,Appropriations,Community,48
6317,2010,MD,Nutrition,Farmers Markets,Community,48
6318,2010,MD,Nutrition,Appropriations,Community,48
6319,2010,MD,Nutrition,Farm Direct Foods,Restaurant/Retail,48
6320,2010,MD,Nutrition,Farmers Markets,Restaurant/Retail,48
6321,2010,MD,Nutrition,Food Assistance Programs,Medical and/or Hospital,48
6322,2010,MD,Nutrition,Incentives,Community,48
6323,2010,MD,Nutrition,Medical Care,Community,48
6324,2010,MD,Nutrition,Medical Care,Community,48
6325,2010,MD,Nutrition,Agriculture and Farming,Community,48
6326,2010,MD,Nutrition,Breastfeeding,Community,48
6327,2010,MD,Nutrition,Farm Direct Foods,Community,48
6328,2010,MD,Nutrition,Appropriations,Restaurant/Retail,48
6329,2010,MD,Nutrition,Healthier Food Retail and Food Deserts,Community,48
6330,2010,MD,Nutrition,Farmers Markets,Community,48
6331,2010,MD,Nutrition,Farmers Markets,Community,48
6332,2010,MD,Nutrition,Appropriations,Community,48
6333,2010,MD,Nutrition,Farm Direct Foods,Restaurant/Retail,48
6334,2010,MD,Nutrition,Farm Direct Foods,Restaurant/Retail,48
6335,2010,MD,Obesity,Menu Labeling,Community,44
6336,2010,MD,Obesity,Food Restrictions,Restaurant/Retail,44
6337,2010,MD,Obesity,Menu Labeling,Community,44
6338,2010,MD,Obesity,Media Campaigns,Community,44
6339,2010,MD,Obesity,Disparities/Equity,School/After School,44
6340,2010,MD,Obesity,Menu Labeling,Community,44
6341,2010,MD,Obesity,Body Mass Index (BMI),Community,44
6342,2010,MD,Obesity,Appropriations,School/After School,44
6343,2010,MD,Obesity,Menu Labeling,Community,44
6344,2010,MD,Obesity,Appropriations,School/After School,44
6345,2010,MD,Obesity,Health Insurance Coverage,Medical and/or Hospital,44
6346,2010,MD,Obesity,Food Restrictions,Restaurant/Retail,44
6347,2010,MD,Obesity,Appropriations,Community,44
6348,2010,MD,Obesity,Health Insurance Coverage,Medical and/or Hospital,44
6349,2010,MD,Obesity,Appropriations,Community,44
6350,2010,MD,Obesity,Appropriations,School/After School,44
6351,2010,MD,Obesity,Appropriations,Community,44
6352,2010,MD,Obesity,Appropriations,Community,44
6353,2010,MD,Obesity,Food Restrictions,Community,44
6354,2010,MD,Obesity,Appropriations,Community,44
6355,2010,MD,Obesity,Appropriations,Community,44
6356,2010,MD,Obesity,Appropriations,Community,44
6357,2010,MD,Obesity,Menu Labeling,Community,44
6358,2010,MD,Obesity,Appropriations,School/After School,44
6359,2010,MD,Obesity,Food Restrictions,Restaurant/Retail,44
6360,2010,MD,Obesity,Food Restrictions,Restaurant/Retail,44
6361,2010,MD,Obesity,Food Restrictions,Community,44
6362,2010,MD,Obesity,Appropriations,Community,44
6363,2010,MD,Obesity,Task Forces/Councils,Community,44
6364,2010,MD,Obesity,Appropriations,Community,44
6365,2010,MD,Obesity,Disparities/Equity,School/After School,44
6366,2010,MD,Obesity,Appropriations,Community,44
6367,2010,MD,Obesity,Disparities/Equity,School/After School,44
6368,2010,MD,Obesity,Appropriations,School/After School,44
6369,2010,MD,Obesity,Food Restrictions,Community,44
6370,2010,MD,Obesity,Appropriations,Community,44
6371,2010,MD,Obesity,Menu Labeling,Community,44
6372,2010,MD,Obesity,Appropriations,School/After School,44
6373,2010,MD,Obesity,Body Mass Index (BMI),Community,44
6374,2010,MD,Obesity,Food Restrictions,Community,44
6375,2010,MD,Obesity,Menu Labeling,Community,44
6376,2010,MD,Obesity,Appropriations,Community,44
6377,2010,MD,Obesity,Health Insurance Coverage,Medical and/or Hospital,44
6378,2010,MD,Obesity,Appropriations,Community,44
6379,2010,MD,Physical Activity,Physical Education Requirements,School/After School,32
6380,2010,MD,Physical Activity,"Parks, Recreation and Trails",Community,32
6381,2010,MD,Physical Activity,Pedestrians/Walking,Community,32
6382,2010,MD,Physical Activity,Disabilities,School/After School,32
6383,2010,MD,Physical Activity,Appropriations,Community,32
6384,2010,MD,Physical Activity,School Siting,School/After School,32
6385,2010,MD,Physical Activity,Physical Education Requirements,School/After School,32
6386,2010,MD,Physical Activity,Public Transportation,Community,32
6387,2010,MD,Physical Activity,Zoning/Land Use,Community,32
6388,2010,MD,Physical Activity,Task Forces/Councils,Community,32
6389,2010,MD,Physical Activity,Built Environment and Street-Scale Design,Community,32
6390,2010,MD,Physical Activity,Bicycling,Community,32
6391,2010,MD,Physical Activity,Built Environment and Street-Scale Design,Community,32
6392,2010,MD,Physical Activity,Pedestrians/Walking,Community,32
6393,2010,MD,Physical Activity,Physical Education Requirements,School/After School,32
6394,2010,MD,Physical Activity,Built Environment and Street-Scale Design,Community,32
6395,2010,MD,Physical Activity,Built Environment and Street-Scale Design,Community,32
6396,2010,MD,Physical Activity,Physical Activity Requirements,School/After School,32
6397,2010,MD,Physical Activity,Pedestrians/Walking,Community,32
6398,2010,MD,Physical Activity,Physical Activity Requirements,School/After School,32
6399,2010,MD,Physical Activity,Pedestrians/Walking,Community,32
6400,2010,MD,Physical Activity,Bicycling,Community,32
6401,2010,MD,Physical Activity,Bicycling,Community,32
6402,2010,MD,Physical Activity,Physical Activity Requirements,School/After School,32
6403,2010,MD,Physical Activity,Built Environment and Street-Scale Design,Community,32
6404,2010,MD,Physical Activity,Physical Education Requirements,School/After School,32
6405,2010,MD,Physical Activity,Public Transportation,Community,32
6406,2010,MD,Physical Activity,Bicycling,Community,32
6407,2010,MD,Physical Activity,Task Forces/Councils,Community,32
6408,2010,MD,Physical Activity,Disabilities,School/After School,32
6409,2010,MD,Physical Activity,Bicycling,Community,32
6410,2010,MD,Physical Activity,Bicycling,Community,32
6411,2010,ME,Nutrition,Medical Care,Community,18
6412,2010,ME,Nutrition,Appropriations,Community,18
6413,2010,ME,Nutrition,Farm Direct Foods,Restaurant/Retail,18
6414,2010,ME,Nutrition,Agriculture and Farming,Restaurant/Retail,18
6415,2010,ME,Nutrition,Farmers Markets,Restaurant/Retail,18
6416,2010,ME,Nutrition,Appropriations,Community,18
6417,2010,ME,Nutrition,Appropriations,Restaurant/Retail,18
6418,2010,ME,Nutrition,Incentives,Restaurant/Retail,18
6419,2010,ME,Nutrition,Appropriations,Restaurant/Retail,18
6420,2010,ME,Nutrition,Agriculture and Farming,Community,18
6421,2010,ME,Nutrition,Liability and Indemnity,Community,18
6422,2010,ME,Nutrition,Access to Healthy Foods,Restaurant/Retail,18
6423,2010,ME,Nutrition,Appropriations,Community,18
6424,2010,ME,Nutrition,Access to Healthy Foods,Community,18
6425,2010,ME,Nutrition,Appropriations,Restaurant/Retail,18
