Year,LocationAbbr,LocationDesc,Topic,Question,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,Sample_Size
2017,AK,Alaska,Obesity,% of adults aged >= 18 years with obesity,31.4,34.2,37.1,"3,031"
2017,AK,Alaska,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),34.6,37.6,40.6,"2,849"
2017,AK,Alaska,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),55.2,58.3,61.3,"2,868"
2017,AK,Alaska,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,31.7,34.7,37.8,"2,927"
2017,AK,Alaska,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.5,24.2,27.2,"2,817"
2017,AK,Alaska,Physical Activity,% of adults with no leisure-time physical activity,18.4,20.6,23.1,"2,996"
2017,AL,Alabama,Nutrition,% of adults who report consuming fruit < once/day,43.1,44.9,46.6,"6,140"
2017,AL,Alabama,Nutrition,% of adults who report consuming vegetables < once/day,17.9,19.3,20.7,"6,046"
2017,AL,Alabama,Obesity,% of adults aged >= 18 years with an overweight classification,32.3,33.9,35.5,"6,245"
2017,AL,Alabama,Obesity,% of adults aged >= 18 years with obesity,34.7,36.3,38.0,"6,245"
2017,AL,Alabama,Physical Activity,% of adults with no leisure-time physical activity,30.5,32.0,33.6,"6,230"
2017,AL,Alabama,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,24.4,26.0,27.6,"6,099"
2017,AL,Alabama,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),24.8,26.3,27.9,"5,914"
2017,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.8,16.1,17.5,"5,866"
2017,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),41.1,42.8,44.5,"5,952"
2017,AR,Arkansas,Nutrition,% of adults who report consuming fruit < once/day,42.1,44.7,47.3,"4,731"
2017,AR,Arkansas,Nutrition,% of adults who report consuming vegetables < once/day,17.2,19.3,21.7,"4,584"
2017,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,32.6,35.0,37.5,"4,884"
2017,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,33.0,35.4,37.9,"4,884"
2017,AR,Arkansas,Physical Activity,% of adults with no leisure-time physical activity,30.2,32.5,35.0,"4,879"
2017,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.6,16.5,18.7,"4,610"
2017,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),42.8,45.4,48.0,"4,690"
2017,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,23.2,25.6,28.1,"4,766"
2017,AR,Arkansas,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.9,28.2,30.7,"4,664"
2017,AZ,Arizona,Nutrition,% of adults who report consuming fruit < once/day,36.1,37.2,38.3,"13,888"
2017,AZ,Arizona,Nutrition,% of adults who report consuming vegetables < once/day,19.8,20.8,21.8,"13,519"
2017,AZ,Arizona,Obesity,% of adults aged >= 18 years with an overweight classification,34.3,35.3,36.3,"14,164"
2017,AZ,Arizona,Obesity,% of adults aged >= 18 years with obesity,28.5,29.5,30.5,"14,164"
2017,AZ,Arizona,Physical Activity,% of adults with no leisure-time physical activity,24.1,25.1,26.0,"14,044"
2017,AZ,Arizona,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.2,22.1,23.1,"13,288"
2017,AZ,Arizona,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.9,33.0,34.0,"13,407"
2017,AZ,Arizona,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.4,31.5,32.5,"13,764"
2017,AZ,Arizona,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.6,52.7,53.8,"13,481"
2017,CA,California,Nutrition,% of adults who report consuming fruit < once/day,31.1,32.5,33.9,"8,331"
2017,CA,California,Nutrition,% of adults who report consuming vegetables < once/day,20.2,21.4,22.7,"8,151"
2017,CA,California,Obesity,% of adults aged >= 18 years with obesity,23.8,25.1,26.4,"8,475"
2017,CA,California,Obesity,% of adults aged >= 18 years with an overweight classification,34.4,35.8,37.2,"8,475"
2017,CA,California,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.9,35.4,36.8,"7,941"
2017,CA,California,Physical Activity,% of adults with no leisure-time physical activity,18.8,20.0,21.2,"8,226"
2017,CA,California,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,32.8,34.3,35.8,"8,021"
2017,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),55.9,57.5,59.0,"7,984"
2017,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.6,23.9,25.3,"7,879"
2017,CO,Colorado,Nutrition,% of adults who report consuming vegetables < once/day,16.4,17.4,18.5,"8,350"
2017,CO,Colorado,Nutrition,% of adults who report consuming fruit < once/day,31.8,33.0,34.3,"8,544"
2017,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.9,36.1,37.3,"9,063"
2017,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,21.6,22.6,23.7,"9,063"
2017,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.3,58.7,60.0,"8,375"
2017,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,24.8,26.0,27.1,"8,285"
2017,CO,Colorado,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.2,35.5,36.7,"8,555"
2017,CO,Colorado,Physical Activity,% of adults with no leisure-time physical activity,18.4,19.5,20.5,"8,671"
2017,CO,Colorado,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),36.5,37.8,39.1,"8,320"
2017,CT,Connecticut,Nutrition,% of adults who report consuming vegetables < once/day,15.7,16.9,18.1,"9,293"
2017,CT,Connecticut,Nutrition,% of adults who report consuming fruit < once/day,30.1,31.5,32.8,"9,504"
2017,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,35.0,36.4,37.7,"9,505"
2017,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,25.6,26.9,28.1,"9,505"
2017,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.6,22.8,24.0,"9,133"
2017,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.5,51.9,53.3,"9,257"
2017,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,32.2,33.6,35.0,"9,454"
2017,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,22.8,24.0,25.3,"9,641"
2017,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.9,32.2,33.5,"9,211"
2017,DE,Delaware,Nutrition,% of adults who report consuming vegetables < once/day,15.5,17.2,19.1,"3,586"
2017,DE,Delaware,Nutrition,% of adults who report consuming fruit < once/day,33.2,35.4,37.6,"3,687"
2017,DE,Delaware,Obesity,% of adults aged >= 18 years with obesity,29.7,31.8,34.0,"3,648"
2017,DE,Delaware,Obesity,% of adults aged >= 18 years with an overweight classification,34.5,36.7,38.9,"3,648"
2017,DE,Delaware,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),44.0,46.3,48.6,"3,621"
2017,DE,Delaware,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.2,19.0,20.8,"3,564"
2017,DE,Delaware,Physical Activity,% of adults with no leisure-time physical activity,28.9,31.0,33.1,"3,803"
2017,DE,Delaware,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),26.5,28.5,30.6,"3,601"
2017,DE,Delaware,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.7,28.6,30.7,"3,723"
2017,FL,Florida,Nutrition,% of adults who report consuming fruit < once/day,32.9,34.4,36.0,"19,820"
2017,FL,Florida,Nutrition,% of adults who report consuming vegetables < once/day,18.0,19.4,20.8,"19,317"
2017,FL,Florida,Obesity,% of adults aged >= 18 years with obesity,27.0,28.4,29.9,"19,913"
2017,FL,Florida,Obesity,% of adults aged >= 18 years with an overweight classification,34.1,35.6,37.2,"19,913"
2017,FL,Florida,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.2,20.5,21.9,"19,135"
2017,FL,Florida,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.9,49.5,51.2,"19,480"
2017,FL,Florida,Physical Activity,% of adults with no leisure-time physical activity,27.7,29.2,30.6,"20,265"
2017,FL,Florida,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,28.5,30.0,31.5,"19,793"
2017,FL,Florida,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.7,32.1,33.6,"19,361"
2017,GA,Georgia,Nutrition,% of adults who report consuming fruit < once/day,37.0,38.6,40.3,"5,388"
2017,GA,Georgia,Nutrition,% of adults who report consuming vegetables < once/day,16.8,18.1,19.5,"5,211"
2017,GA,Georgia,Obesity,% of adults aged >= 18 years with an overweight classification,32.0,33.7,35.3,"5,369"
2017,GA,Georgia,Obesity,% of adults aged >= 18 years with obesity,30.0,31.6,33.3,"5,369"
2017,GA,Georgia,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.8,31.4,33.1,"5,377"
2017,GA,Georgia,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.4,27.0,28.6,"5,243"
2017,GA,Georgia,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.9,20.3,21.8,"5,200"
2017,GA,Georgia,Physical Activity,% of adults with no leisure-time physical activity,29.5,31.0,32.6,"5,498"
2017,GA,Georgia,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),44.3,46.1,47.8,"5,276"
2017,HI,Hawaii,Nutrition,% of adults who report consuming fruit < once/day,35.5,37.0,38.6,"7,228"
2017,HI,Hawaii,Nutrition,% of adults who report consuming vegetables < once/day,19.7,21.0,22.5,"7,137"
2017,HI,Hawaii,Obesity,% of adults aged >= 18 years with obesity,22.4,23.8,25.2,"7,319"
2017,HI,Hawaii,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.0,36.6,"7,319"
2017,HI,Hawaii,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),34.8,36.4,37.9,"6,948"
2017,HI,Hawaii,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,33.9,35.4,37.0,"7,104"
2017,HI,Hawaii,Physical Activity,% of adults with no leisure-time physical activity,22.1,23.5,25.0,"7,170"
2017,HI,Hawaii,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),54.9,56.5,58.2,"6,979"
2017,HI,Hawaii,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,23.2,24.6,26.0,"6,945"
2017,IA,Iowa,Nutrition,% of adults who report consuming vegetables < once/day,18.2,19.3,20.4,"6,972"
2017,IA,Iowa,Nutrition,% of adults who report consuming fruit < once/day,34.3,35.6,37.0,"7,100"
2017,IA,Iowa,Obesity,% of adults aged >= 18 years with an overweight classification,32.5,33.7,35.0,"7,113"
2017,IA,Iowa,Obesity,% of adults aged >= 18 years with obesity,35.1,36.4,37.7,"7,113"
2017,IA,Iowa,Physical Activity,% of adults with no leisure-time physical activity,23.8,25.0,26.2,"7,145"
2017,IA,Iowa,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.0,30.3,31.6,"6,845"
2017,IA,Iowa,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.8,50.2,51.6,"6,901"
2017,IA,Iowa,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.1,19.2,20.4,"6,816"
2017,IA,Iowa,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.7,28.9,30.3,"7,031"
2017,ID,Idaho,Nutrition,% of adults who report consuming fruit < once/day,33.5,35.4,37.4,"4,582"
2017,ID,Idaho,Nutrition,% of adults who report consuming vegetables < once/day,14.4,15.9,17.5,"4,524"
2017,ID,Idaho,Obesity,% of adults aged >= 18 years with an overweight classification,34.6,36.6,38.5,"4,623"
2017,ID,Idaho,Obesity,% of adults aged >= 18 years with obesity,27.5,29.3,31.2,"4,623"
2017,ID,Idaho,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),52.8,54.8,56.9,"4,418"
2017,ID,Idaho,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.8,35.7,37.7,"4,394"
2017,ID,Idaho,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.6,32.5,34.5,"4,502"
2017,ID,Idaho,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.5,23.3,25.2,"4,363"
2017,ID,Idaho,Physical Activity,% of adults with no leisure-time physical activity,22.6,24.2,25.9,"4,584"
2017,IL,Illinois,Nutrition,% of adults who report consuming fruit < once/day,31.6,33.3,35.0,"5,196"
2017,IL,Illinois,Nutrition,% of adults who report consuming vegetables < once/day,19.8,21.3,22.8,"5,147"
2017,IL,Illinois,Obesity,% of adults aged >= 18 years with obesity,29.5,31.1,32.7,"5,247"
2017,IL,Illinois,Obesity,% of adults aged >= 18 years with an overweight classification,33.1,34.7,36.4,"5,247"
2017,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.7,52.5,54.3,"5,071"
2017,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.2,21.6,23.1,"5,040"
2017,IL,Illinois,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.7,30.3,31.9,"5,063"
2017,IL,Illinois,Physical Activity,% of adults with no leisure-time physical activity,22.6,24.0,25.6,"5,155"
2017,IL,Illinois,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.1,30.7,32.4,"5,103"
2017,IN,Indiana,Nutrition,% of adults who report consuming vegetables < once/day,18.2,19.2,20.2,"12,442"
2017,IN,Indiana,Nutrition,% of adults who report consuming fruit < once/day,39.5,40.7,41.8,"12,694"
2017,IN,Indiana,Obesity,% of adults aged >= 18 years with an overweight classification,33.3,34.4,35.5,"12,973"
2017,IN,Indiana,Obesity,% of adults aged >= 18 years with obesity,32.5,33.6,34.7,"12,973"
2017,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,16.2,17.1,18.1,"12,037"
2017,IN,Indiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.1,27.2,28.3,"12,477"
2017,IN,Indiana,Physical Activity,% of adults with no leisure-time physical activity,28.7,29.8,30.9,"12,708"
2017,IN,Indiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.1,28.2,29.3,"12,117"
2017,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),45.3,46.4,47.6,"12,198"
2017,KS,Kansas,Nutrition,% of adults who report consuming vegetables < once/day,16.6,17.3,18.0,"19,032"
2017,KS,Kansas,Nutrition,% of adults who report consuming fruit < once/day,36.7,37.6,38.4,"19,450"
2017,KS,Kansas,Obesity,% of adults aged >= 18 years with an overweight classification,34.0,34.9,35.7,"19,783"
2017,KS,Kansas,Obesity,% of adults aged >= 18 years with obesity,31.5,32.4,33.2,"19,783"
2017,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.3,19.0,19.7,"18,738"
2017,KS,Kansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.7,28.5,29.4,"19,533"
2017,KS,Kansas,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.8,30.6,31.5,"18,841"
2017,KS,Kansas,Physical Activity,% of adults with no leisure-time physical activity,27.1,27.9,28.7,"19,909"
2017,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.4,49.3,50.2,"19,029"
2017,KY,Kentucky,Nutrition,% of adults who report consuming vegetables < once/day,15.7,17.0,18.5,"7,719"
2017,KY,Kentucky,Nutrition,% of adults who report consuming fruit < once/day,40.9,42.7,44.5,"7,926"
2017,KY,Kentucky,Obesity,% of adults aged >= 18 years with obesity,32.6,34.3,36.0,"8,018"
2017,KY,Kentucky,Obesity,% of adults aged >= 18 years with an overweight classification,31.9,33.5,35.2,"8,018"
2017,KY,Kentucky,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),26.8,28.4,30.1,"7,602"
2017,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),42.9,44.7,46.5,"7,659"
2017,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.4,16.8,18.2,"7,574"
2017,KY,Kentucky,Physical Activity,% of adults with no leisure-time physical activity,32.7,34.4,36.1,"8,048"
2017,KY,Kentucky,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,24.8,26.4,28.0,"7,921"
2017,LA,Louisiana,Nutrition,% of adults who report consuming fruit < once/day,43.1,45.0,47.0,"4,224"
2017,LA,Louisiana,Nutrition,% of adults who report consuming vegetables < once/day,22.1,23.9,25.7,"4,128"
2017,LA,Louisiana,Obesity,% of adults aged >= 18 years with obesity,34.4,36.2,38.1,"4,439"
2017,LA,Louisiana,Obesity,% of adults aged >= 18 years with an overweight classification,32.0,33.8,35.6,"4,439"
2017,LA,Louisiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),26.6,28.4,30.2,"4,057"
2017,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.0,45.0,47.0,"4,092"
2017,LA,Louisiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.1,28.0,29.8,"4,170"
2017,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,16.2,17.8,19.4,"4,024"
2017,LA,Louisiana,Physical Activity,% of adults with no leisure-time physical activity,30.0,31.8,33.7,"4,276"
2017,MA,Massachusetts,Nutrition,% of adults who report consuming vegetables < once/day,15.1,16.7,18.4,"6,156"
2017,MA,Massachusetts,Nutrition,% of adults who report consuming fruit < once/day,29.4,31.2,33.1,"6,320"
2017,MA,Massachusetts,Obesity,% of adults aged >= 18 years with obesity,24.1,25.9,27.7,"6,272"
2017,MA,Massachusetts,Obesity,% of adults aged >= 18 years with an overweight classification,33.7,35.6,37.5,"6,272"
2017,MA,Massachusetts,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.4,31.2,33.1,"6,358"
2017,MA,Massachusetts,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.2,31.1,33.0,"6,087"
2017,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.8,50.9,52.9,"6,139"
2017,MA,Massachusetts,Physical Activity,% of adults with no leisure-time physical activity,23.1,24.8,26.6,"6,461"
2017,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.0,21.6,23.4,"6,047"
2017,MD,Maryland,Nutrition,% of adults who report consuming fruit < once/day,33.0,34.3,35.7,"12,175"
2017,MD,Maryland,Nutrition,% of adults who report consuming vegetables < once/day,17.1,18.3,19.6,"11,938"
2017,MD,Maryland,Obesity,% of adults aged >= 18 years with an overweight classification,33.6,34.9,36.3,"12,386"
2017,MD,Maryland,Obesity,% of adults aged >= 18 years with obesity,30.0,31.3,32.6,"12,386"
2017,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),49.1,50.6,52.1,"11,823"
2017,MD,Maryland,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.7,29.0,30.3,"11,774"
2017,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.4,21.6,22.8,"11,679"
2017,MD,Maryland,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.5,31.9,33.3,"12,112"
2017,MD,Maryland,Physical Activity,% of adults with no leisure-time physical activity,24.4,25.6,26.9,"12,303"
2017,ME,Maine,Nutrition,% of adults who report consuming vegetables < once/day,11.3,12.4,13.7,"8,968"
2017,ME,Maine,Nutrition,% of adults who report consuming fruit < once/day,29.9,31.4,32.9,"9,067"
2017,ME,Maine,Obesity,% of adults aged >= 18 years with an overweight classification,34.4,35.9,37.5,"9,295"
2017,ME,Maine,Obesity,% of adults aged >= 18 years with obesity,27.7,29.1,30.6,"9,295"
2017,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.2,52.8,54.5,"8,834"
2017,ME,Maine,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),32.3,33.8,35.4,"8,788"
2017,ME,Maine,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.9,29.5,31.0,"8,959"
2017,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.7,20.1,21.5,"8,716"
2017,ME,Maine,Physical Activity,% of adults with no leisure-time physical activity,23.8,25.2,26.6,"9,108"
2017,MI,Michigan,Nutrition,% of adults who report consuming vegetables < once/day,17.5,18.5,19.5,"10,039"
2017,MI,Michigan,Nutrition,% of adults who report consuming fruit < once/day,35.2,36.4,37.6,"10,181"
2017,MI,Michigan,Obesity,% of adults aged >= 18 years with obesity,31.1,32.3,33.4,"10,129"
2017,MI,Michigan,Obesity,% of adults aged >= 18 years with an overweight classification,33.7,34.9,36.1,"10,129"
2017,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.2,49.5,50.8,"9,957"
2017,MI,Michigan,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,28.8,29.9,31.1,"10,137"
2017,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.1,19.1,20.1,"9,850"
2017,MI,Michigan,Physical Activity,% of adults with no leisure-time physical activity,26.1,27.2,28.3,"10,292"
2017,MI,Michigan,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.9,31.1,32.3,"9,884"
2017,MN,Minnesota,Nutrition,% of adults who report consuming vegetables < once/day,17.2,18.0,18.9,"15,286"
2017,MN,Minnesota,Nutrition,% of adults who report consuming fruit < once/day,31.3,32.3,33.3,"15,602"
2017,MN,Minnesota,Obesity,% of adults aged >= 18 years with obesity,27.5,28.4,29.4,"15,445"
2017,MN,Minnesota,Obesity,% of adults aged >= 18 years with an overweight classification,35.5,36.5,37.5,"15,445"
2017,MN,Minnesota,Physical Activity,% of adults with no leisure-time physical activity,23.8,24.6,25.5,"15,902"
2017,MN,Minnesota,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.3,31.2,32.2,"15,204"
2017,MN,Minnesota,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.5,31.4,32.4,"15,581"
2017,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.1,51.1,52.2,"15,301"
2017,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.9,20.8,21.6,"15,055"
2017,MO,Missouri,Nutrition,% of adults who report consuming vegetables < once/day,15.7,16.9,18.2,"6,956"
2017,MO,Missouri,Nutrition,% of adults who report consuming fruit < once/day,38.3,39.9,41.6,"7,072"
2017,MO,Missouri,Obesity,% of adults aged >= 18 years with an overweight classification,33.8,35.4,37.0,"7,010"
2017,MO,Missouri,Obesity,% of adults aged >= 18 years with obesity,30.9,32.5,34.0,"7,010"
2017,MO,Missouri,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.2,28.7,30.2,"6,896"
2017,MO,Missouri,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.6,18.9,20.2,"6,900"
